_id,DataZone,IntZone,HB,HSCP,CA,SIMD2020V2Rank,SIMD2020V2CountryDecile,SIMD2020V2CountryQuintile,SIMD2020V2HBDecile,SIMD2020V2HBQuintile,SIMD2020V2HSCPDecile,SIMD2020V2HSCPQuintile,SIMD2020V2CADecile,SIMD2020V2CAQuintile,SIMD2020V2Most15pc,SIMD2020V2Least15pc
1914,S01008419,S02001576,S08000024,S37000012,S12000036,5200,8,4,7,4,6,3,6,3,0,0
1915,S01008420,S02001576,S08000024,S37000012,S12000036,6431,10,5,9,5,8,4,8,4,0,1
1916,S01008421,S02001576,S08000024,S37000012,S12000036,3441,5,3,4,2,4,2,4,2,0,0
1917,S01008422,S02001576,S08000024,S37000012,S12000036,6918,10,5,10,5,10,5,10,5,0,1
1918,S01008423,S02001576,S08000024,S37000012,S12000036,6328,10,5,8,4,7,4,7,4,0,1
1919,S01008424,S02001576,S08000024,S37000012,S12000036,6221,9,5,8,4,7,4,7,4,0,1
1920,S01008425,S02001577,S08000024,S37000012,S12000036,6483,10,5,9,5,8,4,8,4,0,1
1921,S01008426,S02001577,S08000024,S37000012,S12000036,4087,6,3,5,3,4,2,4,2,0,0
1922,S01008427,S02001577,S08000024,S37000012,S12000036,6386,10,5,9,5,8,4,8,4,0,1
1923,S01008428,S02001577,S08000024,S37000012,S12000036,4281,7,4,6,3,5,3,5,3,0,0
1924,S01008429,S02001578,S08000024,S37000012,S12000036,6787,10,5,10,5,9,5,9,5,0,1
1925,S01008430,S02001578,S08000024,S37000012,S12000036,5442,8,4,7,4,6,3,6,3,0,0
1926,S01008431,S02001578,S08000024,S37000012,S12000036,5738,9,5,8,4,6,3,6,3,0,0
1927,S01008432,S02001578,S08000024,S37000012,S12000036,6205,9,5,8,4,7,4,7,4,0,1
1928,S01008433,S02001579,S08000024,S37000012,S12000036,6378,10,5,8,4,8,4,8,4,0,1
1929,S01008434,S02001579,S08000024,S37000012,S12000036,6068,9,5,8,4,7,4,7,4,0,1
1930,S01008435,S02001579,S08000024,S37000012,S12000036,6561,10,5,9,5,8,4,8,4,0,1
1931,S01008436,S02001579,S08000024,S37000012,S12000036,6286,9,5,8,4,7,4,7,4,0,1
1932,S01008437,S02001579,S08000024,S37000012,S12000036,5315,8,4,7,4,6,3,6,3,0,0
1933,S01008438,S02001580,S08000024,S37000012,S12000036,5697,9,5,7,4,6,3,6,3,0,0
1934,S01008439,S02001580,S08000024,S37000012,S12000036,6866,10,5,10,5,10,5,10,5,0,1
1935,S01008440,S02001580,S08000024,S37000012,S12000036,6406,10,5,9,5,8,4,8,4,0,1
1936,S01008441,S02001580,S08000024,S37000012,S12000036,6827,10,5,10,5,10,5,10,5,0,1
1937,S01008442,S02001580,S08000024,S37000012,S12000036,6710,10,5,10,5,9,5,9,5,0,1
1938,S01008443,S02001580,S08000024,S37000012,S12000036,6397,10,5,9,5,8,4,8,4,0,1
1939,S01008444,S02001581,S08000024,S37000012,S12000036,6271,9,5,8,4,7,4,7,4,0,1
1940,S01008445,S02001581,S08000024,S37000012,S12000036,5299,8,4,7,4,6,3,6,3,0,0
1941,S01008446,S02001581,S08000024,S37000012,S12000036,6910,10,5,10,5,10,5,10,5,0,1
1942,S01008447,S02001581,S08000024,S37000012,S12000036,6735,10,5,10,5,9,5,9,5,0,1
1943,S01008448,S02001581,S08000024,S37000012,S12000036,6241,9,5,8,4,7,4,7,4,0,1
1944,S01008449,S02001582,S08000024,S37000012,S12000036,1254,2,1,1,1,2,1,2,1,0,0
1945,S01008450,S02001582,S08000024,S37000012,S12000036,1471,3,2,2,1,2,1,2,1,0,0
1946,S01008451,S02001582,S08000024,S37000012,S12000036,315,1,1,1,1,1,1,1,1,1,0
1947,S01008452,S02001582,S08000024,S37000012,S12000036,477,1,1,1,1,1,1,1,1,1,0
1948,S01008453,S02001582,S08000024,S37000012,S12000036,3314,5,3,4,2,4,2,4,2,0,0
1949,S01008454,S02001583,S08000024,S37000012,S12000036,964,2,1,1,1,1,1,1,1,1,0
1950,S01008455,S02001583,S08000024,S37000012,S12000036,983,2,1,1,1,1,1,1,1,1,0
1951,S01008456,S02001583,S08000024,S37000012,S12000036,288,1,1,1,1,1,1,1,1,1,0
1952,S01008457,S02001583,S08000024,S37000012,S12000036,1080,2,1,1,1,1,1,1,1,0,0
1953,S01008458,S02001583,S08000024,S37000012,S12000036,3114,5,3,4,2,3,2,3,2,0,0
1954,S01008459,S02001584,S08000024,S37000012,S12000036,437,1,1,1,1,1,1,1,1,1,0
1955,S01008460,S02001584,S08000024,S37000012,S12000036,241,1,1,1,1,1,1,1,1,1,0
1956,S01008461,S02001584,S08000024,S37000012,S12000036,322,1,1,1,1,1,1,1,1,1,0
1957,S01008462,S02001584,S08000024,S37000012,S12000036,251,1,1,1,1,1,1,1,1,1,0
1958,S01008463,S02001584,S08000024,S37000012,S12000036,335,1,1,1,1,1,1,1,1,1,0
1959,S01008464,S02001585,S08000024,S37000012,S12000036,4354,7,4,6,3,5,3,5,3,0,0
1960,S01008465,S02001585,S08000024,S37000012,S12000036,3796,6,3,5,3,4,2,4,2,0,0
1961,S01008466,S02001585,S08000024,S37000012,S12000036,3697,6,3,5,3,4,2,4,2,0,0
1962,S01008467,S02001585,S08000024,S37000012,S12000036,3744,6,3,5,3,4,2,4,2,0,0
1963,S01008468,S02001586,S08000024,S37000012,S12000036,2531,4,2,3,2,3,2,3,2,0,0
1964,S01008469,S02001586,S08000024,S37000012,S12000036,3868,6,3,5,3,4,2,4,2,0,0
1965,S01008470,S02001586,S08000024,S37000012,S12000036,1234,2,1,1,1,1,1,1,1,0,0
